work_id,work_category_recommended,state_recommended,ida_recommended,hon_ble_members_of_parliament_recommended,constituency_recommended,work_description_recommended,recommended_date_recommended,recommended_amount_recommended,sanction_date_recommended,work_category_sanctioned,state_sanctioned,ida_sanctioned,hon_ble_members_of_parliament_sanctioned,constituency_sanctioned,work_description_sanctioned,recommended_date_sanctioned,sanction_date_sanctioned,sanction_amount_sanctioned,work_status_sanctioned,work_category_completed,state_completed,ida_completed,work_description_completed,hon_ble_members_of_parliament_completed,constituency_completed,image_completed,completion_date_completed,amount_disbursed_completed,has_recommended_record,has_sanctioned_record,has_completed_record,total_paid,payment_count,first_payment_date,last_payment_date,has_payment_record,work_description,state,ida,constituency
WS/MP18308/2025-2026/262892,Normal/Others,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,Providing Ladi near Ujamba cooperative housing society Jogeshwari East Mumbai,2026-01-29,1500000.0,2026-03-24,Normal/Others,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,Providing Ladi near Ujamba cooperative housing society Jogeshwari East Mumbai,2026-01-29,2026-03-24,1500000.0,Work partially Completed,,,,,,,,,,True,True,False,1500000,1.0,2026-08-04,2026-08-04,True,Providing Ladi near Ujamba cooperative housing society Jogeshwari East Mumbai,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),MUMBAI NORTH WEST
WS/MP18308/2025-2026/262893,Normal/Others,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,Providing borewell near kokan Sangam srh building number 8 kokan Nagar Jogeshwari East Mumbai,2026-01-29,300000.0,2026-03-24,Normal/Others,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,Providing borewell near kokan Sangam srh building number 8 kokan Nagar Jogeshwari East Mumbai,2026-01-29,2026-03-24,300000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Providing borewell near kokan Sangam srh building number 8 kokan Nagar Jogeshwari East Mumbai,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),MUMBAI NORTH WEST
WS/MP18308/2025-2026/262894,Normal/Others,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,Providing Shed Sarvjanik Ganesh utsav mandal Bangali compound Goregaon East Mumbai,2026-01-29,1500000.0,2026-03-24,Normal/Others,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,Providing Shed Sarvjanik Ganesh utsav mandal Bangali compound Goregaon East Mumbai,2026-01-29,2026-03-24,1500000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Providing Shed Sarvjanik Ganesh utsav mandal Bangali compound Goregaon East Mumbai,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),MUMBAI NORTH WEST
WS/MP18308/2025-2026/262898,Normal/Others,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,Providing shed near saidatt society Sai Wadi Andheri East Mumbai,2026-01-29,1000000.0,2026-03-24,Normal/Others,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,Providing shed near saidatt society Sai Wadi Andheri East Mumbai,2026-01-29,2026-03-24,1000000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Providing shed near saidatt society Sai Wadi Andheri East Mumbai,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),MUMBAI NORTH WEST
WS/MP18308/2025-2026/262899,Normal/Others,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,Constructing library and providing equipments for MPSC and UPSC students at goregaon east Mumbai,2026-01-29,4700000.0,2026-03-12,Normal/Others,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,Constructing library and providing equipments for MPSC and UPSC students at goregaon east Mumbai,2026-01-29,2026-03-12,4700000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Constructing library and providing equipments for MPSC and UPSC students at goregaon east Mumbai,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),MUMBAI NORTH WEST
WS/MP18308/2025-2026/262900,Normal/Others,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,Beautification work near Andheri court court lane Andheri East Mumbai,2026-01-29,2500000.0,2026-03-24,Normal/Others,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,Beautification work near Andheri court court lane Andheri East Mumbai,2026-01-29,2026-03-24,2500000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Beautification work near Andheri court court lane Andheri East Mumbai,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),MUMBAI NORTH WEST
WS/MP18308/2025-2026/262901,Normal/Others,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,"Providing shed and beautification work near New five star seva mandal, Nutan chemical compound, Walbhatta road, Goregaon East, Mumbai.",2026-01-29,3500000.0,2026-03-24,Normal/Others,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,"Providing shed and beautification work near New five star seva mandal, Nutan chemical compound, Walbhatta road, Goregaon East, Mumbai.",2026-01-29,2026-03-24,3500000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,"Providing shed and beautification work near New five star seva mandal, Nutan chemical compound, Walbhatta road, Goregaon East, Mumbai.",Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),MUMBAI NORTH WEST
WS/MP18308/2025-2026/262902,Normal/Others,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,Providing laadi near Dhiraj Darshan building to kokan Nagar Jogeshwari East Mumbai,2026-01-29,1500000.0,2026-03-24,Normal/Others,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,Providing laadi near Dhiraj Darshan building to kokan Nagar Jogeshwari East Mumbai,2026-01-29,2026-03-24,1500000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Providing laadi near Dhiraj Darshan building to kokan Nagar Jogeshwari East Mumbai,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),MUMBAI NORTH WEST
WS/MP18323/2024-2025/167218,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of road from the house of Jagannath Somvanshi to the house of Prashant Deshmukh at  Dighol Deshmukh, Taluka-Renapur,Dist.Latur",2025-01-21,999189.0,2025-03-31,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of road from the house of Jagannath Somvanshi to the house of Prashant Deshmukh at  Dighol Deshmukh, Taluka-Renapur,Dist.Latur",2025-01-21,2025-03-31,999189.0,Physical Inspection,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),"Construction of road from the house of Jagannath Somvanshi to the house of Prashant Deshmukh at  Dighol Deshmukh, Taluka-Renapur,Dist.Latur",DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Images,2025-04-01,999189,True,True,True,999189,1.0,2025-04-01,2025-04-01,True,"Construction of road from the house of Jagannath Somvanshi to the house of Prashant Deshmukh at  Dighol Deshmukh, Taluka-Renapur,Dist.Latur",Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),LATUR(SC)
WS/MP18323/2025-2026/144107,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of Community Hall at Ward No.17,Lakshminagar,Chakur,District.Latur",2024-09-27,1494640.0,2026-02-03,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of Community Hall at Ward No.17,Lakshminagar,Chakur,District.Latur",2024-09-27,2026-02-03,1494640.0,Physical Inspection,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),"Construction of Community Hall at Ward No.17,Lakshminagar,Chakur,District.Latur",DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Images,2026-02-03,1494640,True,True,True,1494640,1.0,2026-02-06,2026-02-06,True,"Construction of Community Hall at Ward No.17,Lakshminagar,Chakur,District.Latur",Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),LATUR(SC)
WS/MP18323/2025-2026/144115,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of  road at Prbudhhanagar,Maharanapratap Nagar,Taluka Latur",2024-09-27,995673.0,2025-11-04,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of  road at Prbudhhanagar,Maharanapratap Nagar,Taluka Latur",2024-09-27,2025-11-04,995673.0,Physical Inspection,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),"Construction of  road at Prbudhhanagar,Maharanapratap Nagar,Taluka Latur",DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Images,2025-11-14,995673,True,True,True,995673,1.0,2025-11-14,2025-11-14,True,"Construction of  road at Prbudhhanagar,Maharanapratap Nagar,Taluka Latur",Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),LATUR(SC)
WS/MP18323/2025-2026/144116,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of Public  Gutter /Drainage at Karimnagar,Maharanapratap Nagar,Taluka Latur",2024-09-27,995696.0,2026-02-03,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of Public  Gutter /Drainage at Karimnagar,Maharanapratap Nagar,Taluka Latur",2024-09-27,2026-02-03,995696.0,Physical Inspection,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),"Construction of Public  Gutter /Drainage at Karimnagar,Maharanapratap Nagar,Taluka Latur",DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Images,2026-02-04,995696,True,True,True,995696,1.0,2026-02-04,2026-02-04,True,"Construction of Public  Gutter /Drainage at Karimnagar,Maharanapratap Nagar,Taluka Latur",Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),LATUR(SC)
WS/MP18323/2025-2026/146706,Normal/Others,Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of internal vilage cement road at Valsangwadi, Nandanwadi, Tq.Kandahar, District Nanded",2024-10-10,500000.0,2025-05-05,Normal/Others,Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of internal vilage cement road at Valsangwadi, Nandanwadi, Tq.Kandahar, District Nanded",2024-10-10,2025-05-05,500000.0,Physical Inspection,Normal/Others,Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),"Construction of internal vilage cement road at Valsangwadi, Nandanwadi, Tq.Kandahar, District Nanded",DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Images,2025-05-09,494000,True,True,True,494000,1.0,2025-05-13,2025-05-13,True,"Construction of internal vilage cement road at Valsangwadi, Nandanwadi, Tq.Kandahar, District Nanded",Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),LATUR(SC)
WS/MP18323/2025-2026/146707,Normal/Others,Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of internal cement concrete road at  Shekapur, Tq.Kandahar, District Nanded",2024-10-10,593000.0,2025-06-26,Normal/Others,Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of internal cement concrete road at  Shekapur, Tq.Kandahar, District Nanded",2024-10-10,2025-06-26,593000.0,Physical Inspection,Normal/Others,Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),"Construction of internal cement concrete road at  Shekapur, Tq.Kandahar, District Nanded",DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Images,2025-07-04,589894,True,True,True,589894,1.0,2025-07-04,2025-07-04,True,"Construction of internal cement concrete road at  Shekapur, Tq.Kandahar, District Nanded",Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),LATUR(SC)
WS/MP18323/2025-2026/146708,Normal/Others,Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of  cement concrete internal road at Balantwadi, Tq.Kandahar, District Nanded",2024-10-10,500000.0,2025-07-22,Normal/Others,Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of  cement concrete internal road at Balantwadi, Tq.Kandahar, District Nanded",2024-10-10,2025-07-22,500000.0,Physical Inspection,Normal/Others,Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),"Construction of  cement concrete internal road at Balantwadi, Tq.Kandahar, District Nanded",DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Images,2025-07-24,494297,True,True,True,494297,1.0,2025-10-10,2025-10-10,True,"Construction of  cement concrete internal road at Balantwadi, Tq.Kandahar, District Nanded",Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),LATUR(SC)
WS/MP18323/2025-2026/146710,Normal/Others,Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of an auditorium in an open space owned by Gram Panchayat / Government at  Sanguchiwadi, Tq.Kandahar, District Nanded",2024-10-10,695000.0,2025-06-26,Normal/Others,Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of an auditorium in an open space owned by Gram Panchayat / Government at  Sanguchiwadi, Tq.Kandahar, District Nanded",2024-10-10,2025-06-26,695000.0,Physical Inspection,Normal/Others,Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),"Construction of an auditorium in an open space owned by Gram Panchayat / Government at  Sanguchiwadi, Tq.Kandahar, District Nanded",DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Images,2025-07-03,691689,True,True,True,691689,1.0,2025-07-16,2025-07-16,True,"Construction of an auditorium in an open space owned by Gram Panchayat / Government at  Sanguchiwadi, Tq.Kandahar, District Nanded",Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),LATUR(SC)
WS/MP18323/2025-2026/146716,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of cement road from Mohsin Sheikh's house, Gafar Sheikh's house to Pasha Attar's house at Pangaon, Tq.Renapur",2024-10-10,797573.0,2026-03-27,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of cement road from Mohsin Sheikh's house, Gafar Sheikh's house to Pasha Attar's house at Pangaon, Tq.Renapur",2024-10-10,2026-03-27,797573.0,Work Completed,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),"Construction of cement road from Mohsin Sheikh's house, Gafar Sheikh's house to Pasha Attar's house at Pangaon, Tq.Renapur",DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Images,2026-04-13,797573,True,True,True,797573,1.0,2026-04-13,2026-04-13,True,"Construction of cement road from Mohsin Sheikh's house, Gafar Sheikh's house to Pasha Attar's house at Pangaon, Tq.Renapur",Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),LATUR(SC)
WS/MP18323/2025-2026/146867,Normal/Others,Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Construction of cement concrete road from Balaji Ugle to Kantabai Chopwad house and from Bandu Pandilwad to Tanaji Vitthal Ugle house at Nurangpura Taluka Kandhar District Nanded,2024-10-11,991000.0,2026-02-18,Normal/Others,Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Construction of cement concrete road from Balaji Ugle to Kantabai Chopwad house and from Bandu Pandilwad to Tanaji Vitthal Ugle house at Nurangpura Taluka Kandhar District Nanded,2024-10-11,2026-02-18,991000.0,Physical Inspection,Normal/Others,Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),Construction of cement concrete road from Balaji Ugle to Kantabai Chopwad house and from Bandu Pandilwad to Tanaji Vitthal Ugle house at Nurangpura Taluka Kandhar District Nanded,DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Images,2026-03-26,990848,True,True,True,990848,1.0,2026-03-26,2026-03-26,True,Construction of cement concrete road from Balaji Ugle to Kantabai Chopwad house and from Bandu Pandilwad to Tanaji Vitthal Ugle house at Nurangpura Taluka Kandhar District Nanded,Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),LATUR(SC)
WS/MP18323/2025-2026/147142,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of cement road from Shivanand Aniba Jadhav's house to Trimbak Patwari's house at Tondar, Tq.Udgir, District Latur",2024-10-14,991691.0,2025-04-15,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of cement road from Shivanand Aniba Jadhav's house to Trimbak Patwari's house at Tondar, Tq.Udgir, District Latur",2024-10-14,2025-04-15,991691.0,Physical Inspection,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),"Construction of cement road from Shivanand Aniba Jadhav's house to Trimbak Patwari's house at Tondar, Tq.Udgir, District Latur",DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Images,2025-04-28,991691,True,True,True,991691,1.0,2025-04-28,2025-04-28,True,"Construction of cement road from Shivanand Aniba Jadhav's house to Trimbak Patwari's house at Tondar, Tq.Udgir, District Latur",Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),LATUR(SC)
WS/MP18323/2025-2026/167402,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Construction of cement concrete road from Talathi office to Latur Kalamb road at village  Gadhwad Dist Latur,2025-01-21,696742.0,2025-08-13,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Construction of cement concrete road from Talathi office to Latur Kalamb road at village  Gadhwad Dist Latur,2025-01-21,2025-08-13,696742.0,Physical Inspection,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),Construction of cement concrete road from Talathi office to Latur Kalamb road at village  Gadhwad Dist Latur,DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Images,2025-08-13,696742,True,True,True,696742,1.0,2025-08-13,2025-08-13,True,Construction of cement concrete road from Talathi office to Latur Kalamb road at village  Gadhwad Dist Latur,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),LATUR(SC)
WS/MP18323/2025-2026/167414,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Construction of cement concrete road from Hanuman Mandir to Raju Ghatmal house at Tuljabhawani Nagar (Bhoiwada) in Ward No 3 of Latur City,2025-01-21,996732.0,2025-10-07,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Construction of cement concrete road from Hanuman Mandir to Raju Ghatmal house at Tuljabhawani Nagar (Bhoiwada) in Ward No 3 of Latur City,2025-01-21,2025-10-07,996732.0,Physical Inspection,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),Construction of cement concrete road from Hanuman Mandir to Raju Ghatmal house at Tuljabhawani Nagar (Bhoiwada) in Ward No 3 of Latur City,DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Images,2025-10-07,996732,True,True,True,996732,1.0,2025-10-07,2025-10-07,True,Construction of cement concrete road from Hanuman Mandir to Raju Ghatmal house at Tuljabhawani Nagar (Bhoiwada) in Ward No 3 of Latur City,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),LATUR(SC)
WS/MP18323/2025-2026/167436,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Cement concreting in Annabhau Sathe Auditorium area at Municipal Corporation Government land Ward No3 Latur City,2025-01-21,994329.0,2025-10-07,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Cement concreting in Annabhau Sathe Auditorium area at Municipal Corporation Government land Ward No3 Latur City,2025-01-21,2025-10-07,994329.0,Physical Inspection,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),Cement concreting in Annabhau Sathe Auditorium area at Municipal Corporation Government land Ward No3 Latur City,DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Images,2025-10-07,994329,True,True,True,994329,1.0,2025-10-07,2025-10-07,True,Cement concreting in Annabhau Sathe Auditorium area at Municipal Corporation Government land Ward No3 Latur City,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),LATUR(SC)
WS/MP18323/2025-2026/168679,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Construction of cement road from Nagargoje house to Gundre house at Ward No 5 Sri Colony in Ahmedpur city,2025-01-24,677260.0,2025-08-11,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Construction of cement road from Nagargoje house to Gundre house at Ward No 5 Sri Colony in Ahmedpur city,2025-01-24,2025-08-11,677260.0,Physical Inspection,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),Construction of cement road from Nagargoje house to Gundre house at Ward No 5 Sri Colony in Ahmedpur city,DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Images,2025-08-11,677260,True,True,True,677260,1.0,2025-08-11,2025-08-11,True,Construction of cement road from Nagargoje house to Gundre house at Ward No 5 Sri Colony in Ahmedpur city,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),LATUR(SC)
WS/MP18323/2025-2026/168685,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Construction of cement road from Ward No 5 Tembhurni Road in Ahmedpur City to Sachin Gound House at Raj Sarthi Nagar,2025-01-24,963776.0,2025-08-11,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Construction of cement road from Ward No 5 Tembhurni Road in Ahmedpur City to Sachin Gound House at Raj Sarthi Nagar,2025-01-24,2025-08-11,963776.0,Physical Inspection,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),Construction of cement road from Ward No 5 Tembhurni Road in Ahmedpur City to Sachin Gound House at Raj Sarthi Nagar,DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Images,2025-08-11,963776,True,True,True,963776,1.0,2025-08-11,2025-08-11,True,Construction of cement road from Ward No 5 Tembhurni Road in Ahmedpur City to Sachin Gound House at Raj Sarthi Nagar,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),LATUR(SC)
WS/MP18323/2025-2026/168809,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Construction of cement concrete road from house of Sanjay Bhalerao to house of Rama Suravase at Parunagar in Murud District Latur,2025-01-24,999782.0,2025-08-08,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Construction of cement concrete road from house of Sanjay Bhalerao to house of Rama Suravase at Parunagar in Murud District Latur,2025-01-24,2025-08-08,999782.0,Physical Inspection,Normal/Others,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),Construction of cement concrete road from house of Sanjay Bhalerao to house of Rama Suravase at Parunagar in Murud District Latur,DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Images,2025-08-08,999782,True,True,True,999782,1.0,2025-08-08,2025-08-08,True,Construction of cement concrete road from house of Sanjay Bhalerao to house of Rama Suravase at Parunagar in Murud District Latur,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),LATUR(SC)
