work_id,demo_anonymous_id,work_category,financial_year,sanctioned_amount_inr,semantic_peer_count,average_similarity,peer_median_inr,peer_q1_inr,peer_q3_inr,cost_ratio_to_median,semantic_cost_score,cost_flag,cost_explanation
WS/MP18126/2025-2026/236211,ND-WRK-0980,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236169,ND-WRK-0947,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236168,ND-WRK-0946,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236167,ND-WRK-0945,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236166,ND-WRK-0944,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236165,ND-WRK-0943,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236164,ND-WRK-0942,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236163,ND-WRK-0941,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236162,ND-WRK-0940,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236161,ND-WRK-0939,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236160,ND-WRK-0938,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236159,ND-WRK-0937,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236158,ND-WRK-0936,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236157,ND-WRK-0935,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236156,ND-WRK-0934,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236250,ND-WRK-0997,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236249,ND-WRK-0996,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236194,ND-WRK-0963,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236193,ND-WRK-0962,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236192,ND-WRK-0961,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236191,ND-WRK-0960,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236190,ND-WRK-0959,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236189,ND-WRK-0958,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236188,ND-WRK-0957,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236187,ND-WRK-0956,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236186,ND-WRK-0955,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236185,ND-WRK-0954,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236184,ND-WRK-0953,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236174,ND-WRK-0952,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236173,ND-WRK-0951,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236172,ND-WRK-0950,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236266,ND-WRK-1013,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236265,ND-WRK-1012,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236210,ND-WRK-0979,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236209,ND-WRK-0978,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236208,ND-WRK-0977,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236207,ND-WRK-0976,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236206,ND-WRK-0975,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236205,ND-WRK-0974,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236204,ND-WRK-0973,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236203,ND-WRK-0972,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236202,ND-WRK-0971,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236201,ND-WRK-0970,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236200,ND-WRK-0969,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236199,ND-WRK-0968,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236198,ND-WRK-0967,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236197,ND-WRK-0966,Normal/Others,2025-2026,170000.0,30,0.998,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236282,ND-WRK-1029,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236281,ND-WRK-1028,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236248,ND-WRK-0995,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236247,ND-WRK-0994,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236246,ND-WRK-0993,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236245,ND-WRK-0992,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236244,ND-WRK-0991,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236243,ND-WRK-0990,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236220,ND-WRK-0989,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236219,ND-WRK-0988,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236218,ND-WRK-0987,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236217,ND-WRK-0986,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236216,ND-WRK-0985,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236215,ND-WRK-0984,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236214,ND-WRK-0983,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236213,ND-WRK-0982,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236303,ND-WRK-1045,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236302,ND-WRK-1044,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236264,ND-WRK-1011,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236263,ND-WRK-1010,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236262,ND-WRK-1009,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236261,ND-WRK-1008,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236260,ND-WRK-1007,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236259,ND-WRK-1006,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236258,ND-WRK-1005,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236257,ND-WRK-1004,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236256,ND-WRK-1003,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236255,ND-WRK-1002,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236254,ND-WRK-1001,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236253,ND-WRK-1000,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236252,ND-WRK-0999,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236251,ND-WRK-0998,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236319,ND-WRK-1061,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236318,ND-WRK-1060,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236280,ND-WRK-1027,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236279,ND-WRK-1026,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236278,ND-WRK-1025,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236277,ND-WRK-1024,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236276,ND-WRK-1023,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236275,ND-WRK-1022,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236274,ND-WRK-1021,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236273,ND-WRK-1020,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236272,ND-WRK-1019,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236271,ND-WRK-1018,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236270,ND-WRK-1017,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236269,ND-WRK-1016,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236268,ND-WRK-1015,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236267,ND-WRK-1014,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/256634,ND-WRK-1077,Normal/Others,2025-2026,170000.0,30,0.994,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 0.99."
WS/MP18126/2025-2026/256633,ND-WRK-1076,Normal/Others,2025-2026,170000.0,30,0.994,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 0.99."
WS/MP18126/2025-2026/236301,ND-WRK-1043,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236300,ND-WRK-1042,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236299,ND-WRK-1041,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236298,ND-WRK-1040,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236297,ND-WRK-1039,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236296,ND-WRK-1038,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236295,ND-WRK-1037,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236294,ND-WRK-1036,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
WS/MP18126/2025-2026/236293,ND-WRK-1035,Normal/Others,2025-2026,170000.0,30,1.0,170000.0,170000.0,170000.0,1.0,0.0,False,"Sanctioned amount ₹170,000 is 1.00× the median ₹170,000 across 30 semantically similar works. Average description similarity: 1.00."
