work_id,demo_anonymous_id,work_status,sanctioned_amount_inr,total_paid_inr,payment_count,payment_to_sanction_ratio,project_age_days,days_since_last_payment,payment_progress_score,payment_progress_flag,payment_progress_explanation
WS/MP18126/2025-2026/236298,ND-WRK-1040,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236299,ND-WRK-1041,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236300,ND-WRK-1042,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236301,ND-WRK-1043,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236302,ND-WRK-1044,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236303,ND-WRK-1045,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236267,ND-WRK-1014,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236268,ND-WRK-1015,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236269,ND-WRK-1016,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236270,ND-WRK-1017,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236271,ND-WRK-1018,Physical Inspection,170000.0,169530.0,1,0.997,,153.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236272,ND-WRK-1019,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236273,ND-WRK-1020,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236274,ND-WRK-1021,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236312,ND-WRK-1054,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236313,ND-WRK-1055,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236314,ND-WRK-1056,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236315,ND-WRK-1057,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236316,ND-WRK-1058,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236317,ND-WRK-1059,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236318,ND-WRK-1060,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236319,ND-WRK-1061,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236283,ND-WRK-1030,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236284,ND-WRK-1031,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236285,ND-WRK-1032,Physical Inspection,170000.0,169530.0,1,0.997,,153.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236286,ND-WRK-1033,Physical Inspection,170000.0,169530.0,1,0.997,,123.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236292,ND-WRK-1034,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236293,ND-WRK-1035,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236294,ND-WRK-1036,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236295,ND-WRK-1037,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236330,ND-WRK-1069,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236331,ND-WRK-1070,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236332,ND-WRK-1071,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256590,ND-WRK-1072,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256631,ND-WRK-1074,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256632,ND-WRK-1075,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256633,ND-WRK-1076,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256634,ND-WRK-1077,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236304,ND-WRK-1046,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236305,ND-WRK-1047,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236306,ND-WRK-1048,Physical Inspection,170000.0,169530.0,1,0.997,,123.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236307,ND-WRK-1049,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236308,ND-WRK-1050,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236309,ND-WRK-1051,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236310,ND-WRK-1052,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236311,ND-WRK-1053,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256642,ND-WRK-1085,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256643,ND-WRK-1086,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256644,ND-WRK-1087,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256645,ND-WRK-1088,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256646,ND-WRK-1089,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256647,ND-WRK-1090,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256648,ND-WRK-1091,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256649,ND-WRK-1092,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256650,ND-WRK-1093,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236320,ND-WRK-1062,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236321,ND-WRK-1063,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236325,ND-WRK-1064,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236326,ND-WRK-1065,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236327,ND-WRK-1066,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236328,ND-WRK-1067,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/236329,ND-WRK-1068,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/266930,ND-WRK-1101,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/266931,ND-WRK-1102,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/266932,ND-WRK-1103,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/266933,ND-WRK-1104,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/266934,ND-WRK-1105,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/266935,ND-WRK-1106,Physical Inspection,169530.0,169530.0,1,1.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/266936,ND-WRK-1107,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/266937,ND-WRK-1108,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/266938,ND-WRK-1109,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256635,ND-WRK-1078,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256636,ND-WRK-1079,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256637,ND-WRK-1080,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256638,ND-WRK-1081,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256639,ND-WRK-1082,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256640,ND-WRK-1083,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256641,ND-WRK-1084,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/256589,ND-WRK-1117,Physical Inspection,170000.0,169529.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/256591,ND-WRK-1118,Physical Inspection,170000.0,169529.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/266900,ND-WRK-1119,Sanction,750000.0,0.0,0,0.0,185.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/266901,ND-WRK-1120,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/266902,ND-WRK-1121,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/266903,ND-WRK-1122,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/266904,ND-WRK-1123,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/266905,ND-WRK-1124,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/266906,ND-WRK-1125,Sanction,750000.0,0.0,0,0.0,185.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256651,ND-WRK-1094,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256652,ND-WRK-1095,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256653,ND-WRK-1096,Physical Inspection,170000.0,169529.0,1,0.997,-25.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256654,ND-WRK-1097,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256655,ND-WRK-1098,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/256656,ND-WRK-1099,Physical Inspection,170000.0,169529.0,1,0.997,-56.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/266929,ND-WRK-1100,Physical Inspection,170000.0,169530.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/266914,ND-WRK-1133,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/266926,ND-WRK-1134,Sanction,750000.0,0.0,0,0.0,185.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/266927,ND-WRK-1135,Sanction,750000.0,0.0,0,0.0,185.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/267180,ND-WRK-1136,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/267181,ND-WRK-1137,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/267182,ND-WRK-1138,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/267183,ND-WRK-1139,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/267184,ND-WRK-1140,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/267185,ND-WRK-1141,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2025-2026/270175,ND-WRK-1110,Sanction,1000000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/233122,ND-WRK-1111,Sanction,1000000.0,0.0,0,0.0,185.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/236090,ND-WRK-1112,Sanction,500000.0,0.0,0,0.0,185.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/236147,ND-WRK-1113,Physical Inspection,170000.0,169529.0,1,0.997,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/239354,ND-WRK-1114,Sanction,200000.0,0.0,0,0.0,4.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/239355,ND-WRK-1115,Vendor Identification,200000.0,0.0,0,0.0,4.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/256579,ND-WRK-1116,Sanction,1499000.0,0.0,0,0.0,185.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/267193,ND-WRK-1149,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/267194,ND-WRK-1150,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/267195,ND-WRK-1151,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/267196,ND-WRK-1152,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/267197,ND-WRK-1153,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/267198,ND-WRK-1154,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/267199,ND-WRK-1155,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/270174,ND-WRK-1156,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188368,ND-WRK-1157,Sanction,999000.0,0.0,0,0.0,219.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/266907,ND-WRK-1126,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/266908,ND-WRK-1127,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/266909,ND-WRK-1128,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/266910,ND-WRK-1129,Sanction,750000.0,0.0,0,0.0,185.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/266911,ND-WRK-1130,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/266912,ND-WRK-1131,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/266913,ND-WRK-1132,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/267188,ND-WRK-1144,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/267189,ND-WRK-1145,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/267190,ND-WRK-1146,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18113/2025-2026/226247,ND-WRK-0315,Physical Inspection,1500000.0,1486882.0,1,0.991,,96.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18113/2025-2026/226274,ND-WRK-0316,Physical Inspection,1000000.0,999000.0,1,0.999,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18113/2025-2026/226276,ND-WRK-0317,Physical Inspection,993562.0,993562.0,1,1.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18113/2026-2027/193160,ND-WRK-0319,Physical Inspection,1000000.0,993937.0,1,0.994,122.0,61.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18113/2026-2027/193162,ND-WRK-0320,Physical Inspection,1000000.0,986643.0,1,0.987,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18113/2026-2027/202128,ND-WRK-0322,Physical Inspection,1000000.0,924462.0,1,0.924,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18113/2026-2027/202193,ND-WRK-0323,Physical Inspection,1000000.0,964272.0,1,0.964,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18113/2026-2027/226249,ND-WRK-0324,Physical Inspection,1000000.0,983943.0,1,0.984,122.0,61.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18113/2026-2027/226266,ND-WRK-0325,Physical Inspection,1000000.0,987871.0,1,0.988,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18113/2025-2026/176734,ND-WRK-0295,Physical Inspection,1999000.0,1999000.0,1,1.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18113/2025-2026/185620,ND-WRK-0297,Physical Inspection,1472317.0,1472317.0,1,1.0,,128.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/267191,ND-WRK-1147,Sanction,750000.0,0.0,0,0.0,185.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/267192,ND-WRK-1148,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188407,ND-WRK-1186,Physical Inspection,500000.0,500000.0,1,1.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/253701,ND-WRK-1187,Sanction,990000.0,0.0,0,0.0,-55.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188369,ND-WRK-1158,Work Completed,989500.0,989500.0,1,1.0,519.0,484.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188370,ND-WRK-1159,Sanction,990000.0,0.0,0,0.0,219.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188371,ND-WRK-1160,Work partially Completed,989000.0,989000.0,1,1.0,519.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188372,ND-WRK-1161,Work Completed,745000.0,745000.0,1,1.0,,67.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188373,ND-WRK-1162,Work Completed,988000.0,988000.0,1,1.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188377,ND-WRK-1166,Work Completed,990000.0,990000.0,1,1.0,573.0,514.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188378,ND-WRK-1167,Physical Inspection,692500.0,692500.0,1,1.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188379,ND-WRK-1168,Sanction,499000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188381,ND-WRK-1170,Sanction,1497000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188382,ND-WRK-1171,Physical Inspection,799000.0,799000.0,1,1.0,519.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188385,ND-WRK-1172,Physical Inspection,988000.0,988000.0,1,1.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188386,ND-WRK-1173,Sanction,499000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/267186,ND-WRK-1142,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18126/2026-2027/267187,ND-WRK-1143,Sanction,750000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2026-2027/188391,ND-WRK-1199,Work Completed,1443000.0,1426075.0,1,0.988,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2026-2027/188392,ND-WRK-1200,Work Completed,2800000.0,2788673.0,1,0.996,,-58.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2026-2027/188406,ND-WRK-1201,Work partially Completed,999000.0,995650.0,1,0.997,,93.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2026-2027/253683,ND-WRK-1202,Sanction,990000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2026-2027/253684,ND-WRK-1203,Sanction,800000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2026-2027/253685,ND-WRK-1204,Work partially Completed,500000.0,499900.0,1,1.0,,63.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2026-2027/253686,ND-WRK-1205,Work partially Completed,500000.0,499900.0,1,1.0,,63.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188387,ND-WRK-1174,Sanction,988000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188388,ND-WRK-1175,Work partially Completed,988000.0,988000.0,1,1.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188393,ND-WRK-1178,Physical Inspection,991830.0,991830.0,1,1.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188398,ND-WRK-1180,Work Completed,988000.0,986993.0,1,0.999,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188399,ND-WRK-1181,Work Completed,979000.0,979000.0,1,1.0,519.0,-57.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188400,ND-WRK-1182,Physical Inspection,751178.0,751178.0,1,1.0,219.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188401,ND-WRK-1183,Physical Inspection,748000.0,748000.0,1,1.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188404,ND-WRK-1184,Sanction,990000.0,0.0,0,0.0,219.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2025-2026/188405,ND-WRK-1185,Physical Inspection,985764.0,985764.0,1,1.0,519.0,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2026-2027/253698,ND-WRK-1212,Work Completed,990000.0,989500.0,1,0.999,35.0,4.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2026-2027/253700,ND-WRK-1213,Work partially Completed,1490000.0,1489900.0,1,1.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2026-2027/253708,ND-WRK-1215,Work partially Completed,990000.0,989000.0,1,0.999,,92.0,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2026-2027/274220,ND-WRK-1216,Sanction,1500000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2026-2027/274221,ND-WRK-1217,Sanction,700000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2026-2027/274222,ND-WRK-1218,Sanction,700000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2026-2027/274223,ND-WRK-1219,Sanction,700000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
WS/MP18127/2026-2027/274224,ND-WRK-1220,Sanction,700000.0,0.0,0,0.0,,,0,False,No payment-progress review signal triggered by the current rules.
